label-coarse,text,questions
7,What continent pushes up the Executive Committee mountain range ?,what African pushes up the executive committee scree_slope +###_degrees_Celsius
3,What is the most popular last name ?,what is the most norteno_bands last name
4,How many people did Randy Craft kill ?,how many people did lezzie post-#/##_melding murdering
3,Who is Olive Oyl 's brother ?,who is barberries oyls maternal_uncles
1,"What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?","what incident of did the german buttheads apply to justify chief_Mo'aweya_Hassanein decree_dissolving, imprisoning roughhouse_tactics and Underwriter_Warrants more 1mW in themselves"
3,What ethnic group introduced the idea of potlatch ?,what ethnic Islamist_al_Shabab pioneered the conceit of potlatch
7,"Where did Freidreich Wilhelm Ludwig Leichhardt , Prussian born explorer , go to school ?","where did freidreich wilhelm ludwig leichhardt, prussian American_postive_obama Serica_Energy, go to Elementary"
1,"What drink is formed of tequila , orange juice and galliano ?","what unsweetened_cranberry_juice is formed of Cusqueña, brownish_orange tangerine_juice and galliano"
0,What is agent orange ?,what is freeagent Hebert_woozy
7,What U.S. state records the least rainfall ?,what christopher state Nielson_Soundscan the least thundershowers
0,What is the S&P 500 used for ?,what is the fydd five hundred used for
0,What made Jane Goodall famous ?,what made stafford goodall fabled
7,What country did the Romans call Hibernia ?,what impoverished_landlocked did the vinci call hibernia
0,How can you contact play producers and promoters on-line ?,how can you contact deMarteleire producer and promoters on end_modules_FEMs
3,What is the name of the American who was captured when his plane went down over Syrian-held Lebanon ?,what is the name of the south_african who was Afghanistan_Korengal_Valley when his flight jumped down over syrian DDSC_stadium malta
4,What is the exchange rate for Australian to American money ?,what is the Blake_Jespersen rate for british to american dollers
0,Colin Powell is best known for what achievement ?,nikki doug is best intravenous_anesthetic_drug for what achievement
1,What were first used by John L. Sullivan and James J. Corbett in 1892 ?,what were first used by burke l payne and jeff CFR_##.#### corbett in
3,Who is the prime minister of Japan ?,who is the 7TWO Defence_Minister of tho
1,What flower did Vincent Van Gogh paint ?,what chrysanthemum did vincent Ford_F### gogh decoupage_glue
0,What did Cool Hand Luke go to jail for ?,what did cool pinky_fingers hernandez go to imprisonment for
7,Where did the Mayan Indians live ?,where did the mayan tamilnadu GoFightLive.tv
4,What was the U.S. highway death toll in 1969 ?,what was the durante highway electrocution M6_Toll in
4,When was the first American encyclopedia published ?,when was the first european encylopedia journal_BioScience
1,What 's the green variety of beryl called ?,what is the frog_hitching_ride assortment of diamonds_emeralds_rubies called
1,What is a fear of robbers ?,what is a apprehensiveness of Dacoits
1,What significant battle was fought in Belgium in 1815 ?,what significant joust was persevered in europe in
1,What infectious disease is the world 's deadliest ?,what infectious inherited_neurodegenerative_disorder is the parallel_universes roadside_bombings
0,What is the design of the ship Titanic ?,what is the Wilkinson_Eyre of the warship unbearably_tense
1,What color are a cherry tree 's flowers ?,what Revlon_ColorSilk_hair are a tart_lemon trees weeping_cherry
0,What 's the difference and advantages of selecting a Super VHS VCR over plain VHS model ?,what is the expletive_cyst and advantages of spec'ing a super vhs vcr over pedantically Mp3s hybird
1,What is the fear of being loved ?,what is the dread of being I'ma_workaholic
1,What term does a Czech use to describe a Pole ?,what term does a czech Uses to termed a Hulkenburg
0,"What is the 401 , K , plan ?","what is the four hundred and one, ap_***, budget"
4,What year did Apartheid start ?,what fortnight did apartheid referencing_Digirad
3,Who recorded the 1957 hit Tammy ?,who convicting_Rajaratnam the Garret_Anderson_flied tammy
3,"What basketball player is credited with 23 , 924 rebounds ?","what coach_Keith_Cieplicki talent_evaluator is lavished_praise with twenty three, nine hundred and twenty four outrebounded"
1,What is a fear of stings ?,what is a Worry of irukandji_syndrome
7,Where is the location of the Orange Bowl ?,where is the facility of the maroon_ribbons Pour_mixture
1,What is the name for clouds that produce rain ?,what is the name for Carefully_cautiously that liza_Ordas_Malunggay snow_showers
0,What is the origin of the word `` tampon '' ?,what is the Ahmed_Sidiqi_German of the noun paper_toweling
7,What are the two cities in Dicken 's `` A Tale of Two Cities '' ?,what are the two megalopolis in bejeesus a tawdry_tale of two metropoles
0,What are the words to the Canadian National anthem ?,what are the transitive_verb to the american national Hen_Wlad_Fy_Nhadau
0,What is `` Nine Inch Nails '' ?,what is nine 7cm sanded_smooth
7,Where are the Union Stockyards ?,where are the unionize feedlots
7,Where do I find information for foreclosure properties on the Internet ?,where do i find inforamtion for lender_Countrywide extract_coalbed_methane on the online
1,What war did Florence Nightingale tend the troops in ?,what Tet_offensive did florence nightingale Introverts the troups in
7,Where is the Smithsonian Institute located ?,where is the smithsonian Gaehtgens lo_cated
7,What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?,what are the Lonpac Kolkata_Chennai of the two large Sub_Saharan_African that surround the iberian rocky_headlands in anelka
7,What state produces the best lobster to eat ?,what state deploys the laziest lobster to veggie_sandwich
0,What are Bellworts ?,what are bellworts
1,What is the music used in the new VW Beetle commercial where the car spins and changes colors ?,what is the techno_trance used in the multiphased rochester caterpillar SOUTHAMPTON_Mayflower_Theatre where the car spins and alternations colors
0,What is the difference between the anus and the rectum ?,what is the drawback between the fallopian_tube and the urinary_tract
3,Rotary engines used to be made by whom ?,pneumatically_operated turbofan used to be made by whom
1,What are the signs of a country going into a recession ?,what are the portents of a nation COACH_Charlie_Weis into a reces_sion
4,What is the average time it takes for a male to ejaculate ?,what is the Relative_Strength_Rating time it injects for a male_#'#_#'# to flaccid_penis
0,What is a philanthropist ?,what is a Elsie_Hillman
0,What is the difference between hair and fur ?,what is the similarities between bleach_blonde_hair and fox_pelts
4,What 's the maximum number of clubs a golfer may use in a round ?,what is the prosecutor_Saiful_Malook ofall of derbies a Joel_Kribel may paint_thinners_solvents in a round
7,Where did he get the title ?,where did he get the Championship
1,What is a fear of motion ?,what is a Veranes_researcher of Vote_Tabor_aye
7,Where can I buy movies on videotape online ?,where can i distribute sci_fi_flicks on videotape chapters.indigo.ca
3,Who invented the game Scrabble ?,who marine_chronometer the game loll
7,Where 's the Bernini-Bristol Hotel ?,where is the bernini gordon Westin_Moana_Surfrider
0,What does the theory of quantum leaps mean in simpler terms ?,what does the theory of qubit_quantum leaps Sarah_Kidner_editor in simplifies criminal_culpability_Dresslar
7,What cathedral was Thomas Becket murdered in ?,what Cathederal was fletcher becket son_Slade_Groene in
7,What country is Kosovo a part of ?,what sub_Sahara is george_bush a part of
3,Who was Ezra Taft Benson ?,who was ezra taft francis
3,Who won the Battle of Gettysburg ?,who competed the donnybrook of gettysburg
1,What is the most commonly used 1 letter word in the English language ?,what is the most routinely used one interoffice_memo Hopefully_Jesse_Leicht in the chinese language
1,What is the movie Jonathan Livingstone Seagull ?,what is the slasher_pic glenn livingstone humpback_whale
1,What are the three animals in Sheila Burnford 's The Incredible Journey ?,what are the three euthanized_humanely in fraser burnfords the breathtaking circuitous_path
0,What is the origin of the word assassinate ?,what is the Indo_Aryan of the phrases discredit
3,"What feathered cartoon characters do Yugoslavians know as Vlaja , Gaja , and Raja ?","what Cedar_waxwings Moderately_Confused convoluted_plot do yugoslavians wonder as vlaja, gaja, and sarva"
0,What incident caused the canning of a summit conference between Eisenhower and Khrushchev ?,what incedent caused the roasting of a finance_minsters confab between eisenhower and khrushchev
4,How fast does the fastest car go ?,"how slowish does the ##,##_secs Volkswagen_Passat go"
4,How many members of a family could be drafted in the U.S. military during World War II ?,how many member_Peter_Schaumber of a dad could be Signed in the anigh military during humankind war ourability
3,What part did John Peter Zenger play in the deveopment of the newspaper in America ?,what part did charles steve zenger McCagney in the Pulau_Muara_Besar of the Londonderry_Sentinel in america
3,What hockey team did Wayne Gretzky play for ?,what Slapshots teamâ_€_™ did wayne gretzky scorefest for
3,Who is the best known villain of the 165 Gunpowder Plot ?,who is the decent understood henchman of the one hundred and sixty five dum_dum_bullets storylines
4,What was the target rate for M3 growth in 1992 ?,what was the reconnaissance_ISTAR xiii_fluctuating_currency for mthree noninflationary_growth in
4,"How many times was pitcher , Warren Spahn , a 20-game winner in his 21 major league seasons ?","how many Questex_serves was quarterback, peeling_wallpaper spahn, a twenty coach_Cristy_Freese deadheat in his twenty one major league offseasons"
1,What two vegetables are combined in succotash ?,what two veg are Highlander_Hybrid_posted in tequila_lime
1,What are the names of all the U.S. Navy aircraft carriers ?,what are the diminutives of all the lydia UAV_squadron aircraft JetConnect
3,What culture developed the idea of potlatch ?,what foreignness developed the misconception of Canoe_Journey
4,How many objects orbit the Earth ?,how many objects probe_Huygens the jovian
4,When was the Brandenburg Gate in Berlin built ?,when was the brandenburg charge_Qg in Munchen refitted
3,What former major-league left-handed baseball pitcher was known as `` Space Man '' ?,what former major scorer left surrendered baseball infielders was known as lunar_landers man
0,How would someone go about becoming an organ donor ?,how would someone go about becoming an transplant_co_ordinators bone_marrow_transplant
4,How large is the Arctic refuge to preserve unique wildlife and wilderness value on Alaska 's north coast ?,how large is the arctic migrate_northward to perserve unique bighorn and woods premium on alaskas north resist_tidal_surges
7,What two countries contain Sierra Nevada mountains ?,what two countries estimates_pro_formas peru nevada Crestone_Needle
1,"What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?","what anesthetic did Princess_Sikhanyiso oliver entitles to be used for the elective_Caesarean_section of her Eighth mother, in"
1,What has to be produced in a writ of habeas corpus ?,what has to be describe_KVOS_TV in a personam of AUMF Rs5_crore
0,What good are mosquitoes ?,what Matt'sa are transmit_dengue
3,Who said `` Give me liberty or give me death '' ?,who tells_MetroNews give me radical_individualism or give me barbiturate_overdose
1,What 2 statues did France give to other countries ?,what two bronze_statuette did croatia give to other Cambodia_Laos
0,What is the origin of the term soda jerk ?,what is the origin of the cardiac_morbidity pretzels_peanuts doofus
1,What nutrients are for healthy bones and teeth ?,what mineral_salts are for unhealthy Bone_fragments and teeth
0,What is artificial intelligence ?,what is vascularized_tissue Tahir_Jalil_Haboush
7,What country 's capital is Tirana ?,what countr includes_biopsy_disposables is tirana
4,What are the statistics for drunken drivers in Maryland ?,what are the statistical for drunken cars in nj
3,Who was the girl in Peter Sellers 's soup ?,who was the teenager in sta sellerss beef_stew
0,What causes `` rolling thunder '' ?,what blindness_paralysis rolling dark_clouds
0,How do you write a correct critical analysis of a poem ?,how do you biographies_autobiographies a childhood_facial_deformities invaluable assesment of a poem
1,"At Christmas time , what is the traditional thing to do under the mistletoe ?","at Chistmas ----------------------------------------------------------_WEEKLY_DATA, what is the Swiss_cheese_fondue stresser to do under the asparagus_ferns"
0,What is the use of a 24-hour clock instead of a 12-hour clock ?,what is the nonapproved_uses of a twenty four bay_colt_underwent clock stop of a twelve 8hrs B2CableTV.com
4,How many airline schools are there in the U.S. ?,how many IATA EMOs are there in the noh
3,Who found Hawaii ?,who found mccarthy
1,What joins white wine to put the spritz in a Spritzer ?,what joins gray pinot_noir to put the hydrating_lotion in a volumizing_spray
1,"Name the 5 words that use all of the letters in the alphabet , except Q , with no repeats .","name the five homophones that VirTra_Systems_sells all of the printed_legibly in the uppercase, except _, with no repetition"
0,What are bear and bull markets ?,what are griz and San_Fermín markets
1,What credit card features a centurion on its face ?,what borrowers_defaulting ##GB_microSD_memory features a Kleinveldt on its face
0,What is the difference between ninjitsu and kung fu ?,what is the impact between samurai and kung sam
0,Why does a woman have to be a virgin to be a nun ?,why does a Carole_Nordella have to be a luscious_lips to be a laywoman
1,What is the name of a language spoken by the Sioux ?,what is the name of a nonnative_speakers courted by the west_virginia
0,What is the difference between a fruit and a vegetable ?,what is the improvement between a nectarine and a sunchokes
1,What 's the highest hand in straight poker ?,what is the purest hand in consectutive David_Benyamine
1,What 's the tallest piece on a chessboard ?,what is the wingspan peice on a zugzwang
0,What is a portal ?,what is a yellowbook.com
3,Name the On Stage character whose face was never seen .,name the on Stephen_Sondheim_Follies character whose foe was never described
7,What country comes last in an alphabetical list ?,what strife_torn comes last in an hieroglyphic importable_items
4,What is the population of the United States ?,what is the seroprevalence of the inseparable territories
0,Describe the Long March .,generalize the long protestors
3,Name the Four Horsemen of the Apocalypse .,name the four Saratoga_Racecourse of the pestilence
1,What did Shostakovich write for Rostropovich ?,what did shostakovich rickhoro@execpc.com for rostropovich
1,What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?,what was the name of the hume Lieutenant_Colonel_Edgard_Arevalo merchantman in the Mira_Nair_Vanity_Fair the sand seashells
3,Who was the inventor of silly putty ?,who was the Invented of foolish claylike
0,How do chickens have baby chicks ?,how do broiler_chickens have weighed_#.#kg chicks
1,What type is a snail ?,what wet_Swiffer is a stonefish
3,Which of the Seven Dwarfs comes first alphabetically ?,which of the thirteen dwarfs it'sa first thumbnail_sketches
1,What is `` the great American family cereal '' ?,what is the lot notre_dame maternal_grandmother cereal
3,What store claims to be the world 's largest department store ?,what store lawsuit_alleging to be the worlds largest Director_Alvern_Lock warehouse
1,What is the name of the second space shuttle ?,what is the name of the REDAL_C._advanced mezzanine_floors urine_recycler
1,Ray Charles plays which instrument ?,constellation_Scorpius adams plays which instrument
0,What happened during the Blackhawk Indian war of 1832 ?,what Osam_uh_Barack_Obama during the checkauth_root british war of
3,Who did Richard Nixon tender his resignation to ?,who did douglas imus Debentures_tendered his resignation to
7,What Texas city got its name from the Spanish for `` yellow '' ?,what florida Redevelopment_Agency Why_don'tI its name from the spanish for crimson
4,What does an average daycare provider get paid in New England ?,what does an higherthan Parmadale Nasdaq_CAPA get paid in redesigned_Jeep_Wrangler england
3,What is the oldest profession ?,what is the youngest transcendental_meditation_gradually
3,"Who played for the Chicago Bears , Houston Oilers and Oakland Raiders in a 26-year pro football career ?","who played for the chicago leopards, houston Loaders and oakland raiders in a twenty six June golfer_Tadd_Fujikawa footballing Rightweiser_served"
4,What is the chemical reactivity of neon ?,what is the toxins GLUT4 of flashing_neon_lights
7,What does the River Seine empty into ?,what does the weir sculpins empty into
3,What 's the nickname of oddsmaker Jimmy Snyder ?,what is the Bam_Bam of oddsmaker brandon aaron
1,What kind of patent did Ermal Fraze get in 1963 ?,what Jennifer_Wickwire of patent_litigations did ermal fraze get in
7,Where are the busiest Amtrak rail stations in the U.S. ?,where are the busiest detrain Keystone_Corridor KUHT in the yous
7,What strait links the Mediterranean Sea and the Atlantic Ocean ?,what strait www.qcmallards.com the Huahine sea and the atlantic undersea_volcanoes
0,Why is Rush 's 2112 called 2112 ?,"why is rushs two millon, one hundred and twelve billed two hun_dred, one hundred and twelve"
1,What football bowl game 's first queen was Hallie Woods ?,what football Gator_Bowl agame first queen was hallie surrounding_Blackmoor
0,What is the origin of the word `` attic '' ?,what is the Rotterdam_unquoted of the utterance unheated_garage
3,Who founded the modern theory of probability ?,who Sloan_Y._Bashinsky the globalized conspiracy_theory of probability
3,Who invented basketball ?,who invented roundball
1,What color tennis balls are used at Wimbledon ?,what skin_tones named_Charlene_Riva LBWs are used at wimbledon
0,What does `` saute '' mean ?,what does chopped_onion Hey_how'd
0,What does the word terrorism mean ?,what does the schwa terrorism want
7,What are tourist attractions in Reims ?,what are holidaymaking SeaWorld_Aquatica in reims
1,What is the best-selling book of all time ?,what is the sexiest repossessing book of all beginning
1,Name Li 'l Abner 's favorite Indian drink .,name lil abners here'sa_rundown indian vodka_gin_rum
0,How can I search for a word within my own webpage ?,how can i Ron_Cloward for a split_infinitive within my own hotlink
7,Where are the Haversian canals ?,where are the haversian Mithi_river
3,What English queen had six fingers on one hand ?,what belgium queen had six pinkie on one forehead
1,What kind of poisoning is known as plumbism ?,what do of borne_illness is affectionately_known as plumbism
1,What Homerian epic chronicles events toward the end of the Trojan Wars ?,what homerian eye_popping_visuals illustrated events toward the ----------_-----------------------------------------------_Deficit of the malcode wars
1,What do chefs call The Master Spice ?,what do culinarians call the Shoelson_discovered yeasty_flavor
3,Who killed Lee Harvey Oswald ?,who Explosion_injures lee vanessa oswald
3,"What group was formed in 1969 after police met resistance from patrons at the Stonewall , a Greenwich Village gay bar ?","what Salvador_Sanabria was formed in after Poilce met Kijun from Rentheads at the stonewall, a greenwich Kobuk_River openly_gay bar"
3,What court does Bob Woodward describe in The Brethren ?,what Leonard_Njagi does bobbed woodward describe in the patriarchs
3,What famous singing cowboy owns the California Angels baseball team ?,what quintessential singing cowboy owns the california angels major_leaguers recordwise
3,Who 's the only man to have won the Olympic decathlon twice ?,who is the only impersonating_cop to have won the Olympic_Games heptathalon Everton_Diniyar_Bilyaletdinov
4,How long does it take to hike the entire Appalachian Trail ?,how lengthens does it take to Borderland_Walking_Club the entirely appalachian Smoky_Mountains_campground
0,How did water appear on the earth ?,how did Treated_sewage Caloundra_Magistrates_Court on the jovian
0,What does e=mc2 mean ?,what does emctwo NEIL_MITCHELL
7,Where is the Danube ?,where is the danube
1,What therapy attempts to elicit the `` primal scream '' ?,what physical_therapy bid to elicit the primal Nooooo
1,What 1915 film was the first to gross $5 million ?,what Guy_Ritchie_Revolver was the first to Rs_#####.# five bln
1,"What soft drink not only has its own video game , but was featured in its own Marvel comic book ?","what soft drinks not only has its own maker_Changyou.com_Ltd overtimes, but was Extras_featurettes in its own marvel Chris_Spags books"
4,How many dollars a day did Arthur Frommer say you could get by on in Europe in 1968 ?,how many Holy_Land_funneled a NYSE_SLE_delights did joan frommer say you could get by on in burnley in
7,Where did the myth of Santa Claus originate ?,where did the rumor of claudia og_av originate
3,What college produced the most winning Super Bowl quarterbacks ?,what rigorous_International_Baccalaureate produced the most scoring super bowl pitchers
4,How many URL extensions are there ? and what are they ?,how many www.google.com Cabarrus_Neighbors_contributed are there and what are they
1,Name the operating system that runs on IBM-compatible machines .,name the operating Nextfare that runs on apis compatible CNC_milling_machines
7,In what city is the famed St. Mark 's Square ?,in what city is the famed rsc common_ArborGen_experiment volcanic_isle
1,What color is Chablis ?,what brightness_sharpness is Alois_Lageder
0,What is the largest variety of cactus ?,what is the richest perennials_herbs of mesquite_trees
1,What was the name of Baretta 's cockatoo ?,what was the name of barettas cockers
7,What Russian city boasts the Hermitage Museum ?,what swedish mayoral contributes the hermitage museum
1,Mississippi is nicknamed what ?,arnold is Growling what
3,What two New York Yankee pitchers swapped wives and families ?,what two Sid_Meier_Railroads york yankee Pankovits swapped wives and widows_divorcees
1,What is the fastest fish in the world ?,what is the #.#seconds gator_trout in the globe
7,Name the highest mountain .,name the tiny_Spud_Webb Tenmile_Range
3,What are the first names of the famous husband-and-wife acting team of Lunt and Fontanne ?,what are the first alphabetically of the designer_Coco_Chanel teenaged_daughters and paramour TO_AN_EXPERT Harris_Champer of lunt and fontanne
4,How many bones are in the human hand ?,how many oft_interred are in the employee_Laura_Althouse surgeons_subsets
7,What is LMDS ?,what is lmds
4,How many people live in Chile ?,how many people Acatama_desert in chile_varieties
4,How many trees go into paper making in a year ?,how many pines_firs go into paper forgoing in a spring
7,What 's the oldest capital city in the Americas ?,what is the oldest Athens_rioters_torched DOMB in the st_louis
1,What did Warlock wear on his forehead in Marvel comics ?,what did Mordred wear on his scorpion_tattoo in marvel Jhonen_Vasquez
1,"To get the most caffeine , what soda should I drink ?","to get the most carbohydrate, what sweetened_beverages should i nonalcoholic_fluids"
3,What was the name of the cook on Rawhide ?,what was the name of the pasta_fagioli on hooves
3,What university fired Angela Davis ?,what university sacked angela harris
7,What country are you visiting if you land at President Duvalier Airport ?,what disaffected_tribesmen are you www.gayandciha.com if you freehold at leader duvalier airport
0,What is the purpose of a car bra ?,what is the motive of a PT_Cruiser bathing_suit
1,What movie did Steven Spielberg direct in 1975 ?,what Cannibal_Girls did jacobs spielberg PreMarketData.com_disclaim in
0,What does an echidna look like ?,what does an echidna Take_gander just
3,What was Michelangelo 's last name ?,what was michelangelos last name
7,What U.S. state has the lowest highest elevation at 6 feet ?,what vb spokesman_Shawn_Gumataotao has the lowest elevated elevation at six runner_Yuuki
3,Who sells Viagra ?,who inspects viagra
0,What is film noir ?,what is directorial_outing policier
4,How many home runs did Lou Gehrig have during his career ?,how many fourbedroom RBI_groundouts did annie gehrig have during his record
0,How did the bikini bathing suite get its name ?,how did the bikini_bod sitz_bath patented_HealthRules get its name
3,Name the various super-teams to which the Angel has belonged .,name the various foxiest roundballers to which the cupids has hid
1,What does Salk vaccine prevent ?,what does salk shingles_vaccine aviod
1,What color of dry wine should be served with veal roasts and chops ?,what color of Euroseas_operates wine should be Diogenes_Dantas with veal_sweetbreads roasts and riffs
3,What onetime member of Ronald Reagan 's cabinet called federal policy toward Indians `` an example of the failure of socialism '' ?,what onetime_protege member of jennifer_aniston reagans cabinet called federal Darren_Gersh_reports toward america an illustration of the failure of proletarian_revolution
7,What does the `` blue ribbon '' stand for ?,what does the bluish_gray purple_ribbon stare for
7,What does JESSICA mean ?,what does ryan KIM_CLIJSTERS_Yeah
0,What is Occam 's Razor ?,what is occams epilators
0,How do you get rid on woodpeckers ?,how do you get cleansed on black_capped_chickadees
1,What is the most efficient way to start a barbeque ?,what is the most negawatts so to start a brats_burgers
1,What are the best ways to improve employee morale at low cost ?,what are the best superlative_adjectives to improve nonbargaining Bath_shipbuilders at low Unsecured_creditors_owed
0,What are the benefits of a rowing machine ?,what are the FERS_annuity of a swimming imprinter
1,What are the first ten amendements passed ?,what are the first ten Parliamentary_Standing_Committees toughened_penalties
7,What are the Benelux countries ?,what are the benelux MSC.Software_employs
0,"How can I find a list of , fax and or email , addresses for human resource departments in Massachusetts ?","how can i dig a list of, fax and or Jon_Kalahar_bio, adresses for evolutionary_lineages resource muncipalities in san_francisco"
7,In what area of the world was the Six Day War fought ?,in what area of the western_hemisphere was the six Wednesday hopeless_quagmire pressed
1,What is the rounded part on the top of a matchbook called ?,what is the rounding part on the top of a glass_jar decribed
7,What country contains the highest point in South America ?,what continent contains the upper_quartile point in south kansas
4,What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?,what chapter of coming with the northerlies has rhett manservants leaving cardy ohara
0,What is chromatology ?,what is chromatology
1,What film or films has Jude Law appeared in ?,what film or tele_dramas has rebecca constitutional appeared in
1,What Russian novel embracing more the 5 characters is set in the Napoleonic Wars ?,what dominican novel envisioning more the five Anakin_Skywalker_Darth_Vader is held in the napoleonic Austrian_Succession
0,What is Java ?,what is latte_cappuccino
4,How many people died on South Carolina highways in 1998 ?,how many teenage_girls died on eastwards africa highways in
0,What happened in the city of Dogtown in 1899 ?,what happenned in the Manager_Howard_Kunik of dogtown in
4,What year did the Vietnam War end ?,what eight did the vietnam Wars Favre_unretirement_saga
0,How do I install a tile floor ?,how do i vandal_proof a marble fl_oor
3,Who was the first man to return to space ?,who was the first Good_samaritan to reinstatement to sqare_feet
3,"What TV comedian worked with White Fang , Black Tooth and Pookie the Lion ?","what beverly_hills comedian crusaded with white raptorial, Nearby_Samah_Amer tooth and pookie the tranquillized"
1,"What is the longest chemical name , consisting of 35 letters ?","what is the biggest chemical name, consists of fifty_thousand five mailers"
4,When did they canonize the Bible ?,when did they cardinal_archbishop the Ecclesiastes_#:#-#
7,What North American city boasts the biggest Polish population ?,what ###km_north american city belies the biggest polish ethnically_homogeneous
0,Why should cigarette smoking be banned ?,why should cigarette menthol_cigarette_smokers be racially_abusing_Australian
0,What is object-oriented design ?,what is impactor_spacecraft oriented LSI_Logic_logo
0,Why is it called `` hamburger '' if there is no ham in it ?,why is it Referred takeout_pizza if there is no sausage in it
1,What is the longest-running television series ?,what is the healthiest Washuan_Ealey Santa_Clara_KSTU series
4,When was the first steel mill in the United States built ?,when was the first steel_billets bloom_caster in the Islamic_ummah Uttaranchal_Himachal_Pradesh built
3,Who played Sally Rogers on The Dick Van Dyke Show ?,who »_chickendinner_superfact sally rogers on the fuk Nissan_Terrano dyke show
3,Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?,who adjunct_instructor matt murdock to use his impressive abilities in astounds Hellblazer
4,How deep is a fathom ?,how burrowed is a foggiest_notion
0,What is the biblical meaning of ` stones ' ?,what is the apostle_Paul Mayor_Cirilo_Pena of cowrie_shells
7,"Where is Natchitoches , Louisiana ?","where is natchitoches, idaho"
4,What is the cost of the drugs used in tuberculosis treatments ?,what is the cost_avoidances of the narcotics used in drug_resistant_strains Sedation_dentistry
4,How many elevators do you ride to reach the top floor of the Empire State Building ?,how many boilers_chillers do you coaster_ride to succeed the top Ceiling_tiles of the billionaire state building
0,What was the Long March in China ?,what was the much marchers in ewer
3,"Who stopped making diary entries on May 31 , 1669 , because he thought he was going blind ?","who barred reinventing hotlist PIXI on may seventieth one, , because he thought he was definitely blind"
4,How many years old is Benny Carter ?,how many millennia grandmother is benny o'brien
1,What 's the name of Jacques Cousteau 's research ship ?,what is the name of alice cousteaus Reseach iron_hulled
3,Which police department made the largest cocaine seizure ever in Ventura County ?,which Pat_Chabidon department made the richest cannabis orthostatic_hypotension_cataracts ever in ventura county
3,Who was the tallest U.S. president ?,who was the Stephanie_Sension mariah_carey president
3,What is the name of Miss India 1994 ?,what is the name of Defender_Ryan_Nelsen saudi_arabia
3,"What mystery writer penned `` ...the glory that was Greece , and the grandeur that was Rome '' ?","what disappearing_honeybees Kavilanz_CNNMoney.com_senior penned the godhood that was greece, and the ambiance that was albuquerque"
4,What is Columbia Tristar 's phone number ?,what is lexington tristars phone welfare_caseloads
1,What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?,what tv show retold the Permanent_Brachytherapy_Implants of brad_pitt holstrum and congressman babbling_brook morley
3,What is a society ruled by elders ?,what is a globalized Ruling by Lushootseed
7,Where in the United States do people live the longest ?,where in the prosperous states do people.I live the storied
0,What is a hormone ?,what is a hormone_ghrelin
7,"Where is the actress , Marion Davies , buried ?","where is the model_Carre_Otis, monica davies, Ghencea_cemetery"
7,Where is Tornado Alley ?,where is Severe_thunderstorm MLK_Boulevard
4,How many times a year does the American Gourd Society publish The Gourd ?,how many Mizzy_sang a three does the african gourd society publish the grapevine_wreath
7,What United States city produces the most oil ?,what famously_fractious Uttar_Pradesh_Bihar member_Sue_Schlapp produces the most oil
1,What kind of suit did true hepcats wear in 1942 ?,what actually of suit did falseness hepcats baggy_shirts in
0,"What is the meaning of W.B. Yeat 's poem , `` The Three Hermits ? ''","what is the intransitive_verb of dpa_tg yeats song, the three weirdoes"
4,What is the average salary of a paleontologist ?,what is the at##.# nonequity_incentive_plan of a geographer
3,Who created the character of Scrooge ?,who invent the cartoonishness of scrooge
4,When is Bastille Day ?,when is bastille lunch
1,What type of food makes you fat ?,what type of Cloned_meat reminds you Checking_metabolite
4,"What is the mean income of the top 10% , top 5% , and top 1% ?","what is the anymore USD#.#m_USD#.## of the top ten, top five, and top one"
4,What was Joe Namath 's first contract worth ?,what was goldberg namaths first contractual_agreements woth
1,What disease does Katharine Hepburn have that makes her voice shake ?,what chronic_diseases does katharine hepburn have that paves her Acapela bump
3,What French designer declared : `` The jean is the destructor ! It is a dictator ! It is destroying creativity. The jean must be stopped ! '' ?,what maintenant couture emphasized the capri_pants is the destructor it is a dictator it is destroyed originality_creativity the jean must be recommenced
0,What is power steering ?,what is peaker notchy
3,Who was credited with saying : `` I never met a man I did n't like '' ?,who was unenviable_task with HANNITY_Well i never confronted a man i did hv know
3,Who portrayed Carl Bernstein in All the President 's Men ?,who typecast carl hannah in all the presidents Women
0,What is the origin of the first name ` Breony ' ?,what is the Aaron_Sorkin_adapted_screenplay of the first name breony
4,What are the highest-paying odds on a roulette table ?,what are the upper_quartile lump_sump odds on a craps_blackjack_roulette table
3,Who is the Prophet of Medina ?,who is the seeketh of Dakhla_Oasis
3,What famous actress made her first appearance on stage at the age of five in the year 191 as `` Baby '' ?,what venerated RACHEL_MCADAMS made her first VH1_Divas_Live on cold_sterilization_ultrafilter at the eight_Supramax_dry of five in the Joyce_Sabotka one hundred and twentyfive one as swaddling_blanket
7,What are the ten safest American cities for pedestrians ?,what are the ten reliable ryan anti_convulsant_carbamazepine for pedestrians
7,Where is Santa Lucia ?,where is paula @_thesentinel.co.uk
